historical_symbol,trade_date,roles,event_ids,interval_count,window_intervals_local,requested_regular_session_minutes,quote_extension_intervals_local,requested_quote_minutes,require_equity_trades,require_equity_quotes,require_option_trades_full_replication,require_option_quotes_full_replication,itch_requirement,shares_outstanding_required,research_use_only
EHTH,2013-03-26,baseline,HEJFE-9527526FED86FA7D,1,15:26-16:00,35,15:26-16:00,35,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
EW,2013-03-26,baseline,HEJFE-ED329F780A1085DA,1,12:58-13:58,61,12:58-14:03,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
GDI,2013-03-26,baseline,HEJFE-8536AD777ECEEACB,1,14:47-15:47,61,14:47-15:52,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
ISIL,2013-03-26,baseline,HEJFE-E575622C8FDAB71F,1,14:27-15:27,61,14:27-15:32,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
JNPR,2013-03-26,baseline,HEJFE-2558DC6865781793,1,14:01-15:01,61,14:01-15:06,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
LRCX,2013-03-26,baseline,HEJFE-66BA40A20548B7E3,1,13:13-14:13,61,13:13-14:18,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
LSCC,2013-03-26,baseline,HEJFE-B7EFA7CF95262283,1,13:54-14:54,61,13:54-14:59,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
MCRI,2013-03-26,baseline,HEJFE-8F17F6BEDF631C8B,1,14:38-15:38,61,14:38-15:43,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
MCRL,2013-03-26,baseline,HEJFE-489E74F74AFB5AFA,1,14:02-15:02,61,14:02-15:07,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
MKC,2013-03-26,baseline,HEJFE-D1D8268651584B6A,1,15:08-16:00,53,15:08-16:00,53,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
MTH,2013-03-26,baseline,HEJFE-9B43F5B767ECD0FA,1,13:54-14:54,61,13:54-14:59,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
PFPT,2013-03-26,baseline,HEJFE-6C73B4B05384BC1E,1,14:30-15:30,61,14:30-15:35,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
PNRA,2013-03-26,baseline,HEJFE-CCC7747CFBDE893E,1,13:55-14:55,61,13:55-15:00,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
STMP,2013-03-26,baseline,HEJFE-06AE65B9C8FB0395,1,14:58-15:58,61,14:58-16:00,63,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
VRSN,2013-03-26,baseline,HEJFE-1FCAAB3F7CC931CF,1,13:37-14:37,61,13:37-14:42,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
ACO,2013-03-27,baseline,HEJFE-AC78A2434E4AE8FB,1,14:10-15:10,61,14:10-15:15,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
CAMP,2013-03-27,baseline,HEJFE-ED8CFC03F1053B9A,1,15:18-16:00,43,15:18-16:00,43,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
CENX,2013-03-27,baseline,HEJFE-7CA38C1FDA5EA4D0,1,14:52-15:52,61,14:52-15:57,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
ECHO,2013-03-27,baseline,HEJFE-C368B17FADFC15C7,1,13:44-14:44,61,13:44-14:49,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
ECOL,2013-03-27,baseline,HEJFE-12CC8075D3F634CD,1,14:37-15:37,61,14:37-15:42,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
EHTH,2013-03-27,baseline,HEJFE-9527526FED86FA7D,1,15:26-16:00,35,15:26-16:00,35,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
EW,2013-03-27,baseline,HEJFE-ED329F780A1085DA,1,12:58-13:58,61,12:58-14:03,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
GDI,2013-03-27,baseline,HEJFE-8536AD777ECEEACB,1,14:47-15:47,61,14:47-15:52,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
ISIL,2013-03-27,baseline,HEJFE-E575622C8FDAB71F,1,14:27-15:27,61,14:27-15:32,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
JNPR,2013-03-27,baseline,HEJFE-2558DC6865781793,1,14:01-15:01,61,14:01-15:06,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
LRCX,2013-03-27,baseline,HEJFE-66BA40A20548B7E3,1,13:13-14:13,61,13:13-14:18,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
LSCC,2013-03-27,baseline,HEJFE-B7EFA7CF95262283,1,13:54-14:54,61,13:54-14:59,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
MCRI,2013-03-27,baseline,HEJFE-8F17F6BEDF631C8B,1,14:38-15:38,61,14:38-15:43,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
MCRL,2013-03-27,baseline,HEJFE-489E74F74AFB5AFA,1,14:02-15:02,61,14:02-15:07,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
MKC,2013-03-27,baseline,HEJFE-D1D8268651584B6A,1,15:08-16:00,53,15:08-16:00,53,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
MTH,2013-03-27,baseline,HEJFE-9B43F5B767ECD0FA,1,13:54-14:54,61,13:54-14:59,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
PFPT,2013-03-27,baseline,HEJFE-6C73B4B05384BC1E,1,14:30-15:30,61,14:30-15:35,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
PNRA,2013-03-27,baseline,HEJFE-CCC7747CFBDE893E,1,13:55-14:55,61,13:55-15:00,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
STMP,2013-03-27,baseline,HEJFE-06AE65B9C8FB0395,1,14:58-15:58,61,14:58-16:00,63,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
VRSN,2013-03-27,baseline,HEJFE-1FCAAB3F7CC931CF,1,13:37-14:37,61,13:37-14:42,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
ACO,2013-03-28,baseline,HEJFE-AC78A2434E4AE8FB,1,14:10-15:10,61,14:10-15:15,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
CAMP,2013-03-28,baseline,HEJFE-ED8CFC03F1053B9A,1,15:18-16:00,43,15:18-16:00,43,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
CENX,2013-03-28,baseline,HEJFE-7CA38C1FDA5EA4D0,1,14:52-15:52,61,14:52-15:57,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
ECHO,2013-03-28,baseline,HEJFE-C368B17FADFC15C7,1,13:44-14:44,61,13:44-14:49,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
ECOL,2013-03-28,baseline,HEJFE-12CC8075D3F634CD,1,14:37-15:37,61,14:37-15:42,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
EHTH,2013-03-28,baseline,HEJFE-9527526FED86FA7D,1,15:26-16:00,35,15:26-16:00,35,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
EW,2013-03-28,baseline,HEJFE-ED329F780A1085DA,1,12:58-13:58,61,12:58-14:03,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
GDI,2013-03-28,baseline,HEJFE-8536AD777ECEEACB,1,14:47-15:47,61,14:47-15:52,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
ISIL,2013-03-28,baseline,HEJFE-E575622C8FDAB71F,1,14:27-15:27,61,14:27-15:32,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
JNPR,2013-03-28,baseline,HEJFE-2558DC6865781793,1,14:01-15:01,61,14:01-15:06,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
LRCX,2013-03-28,baseline,HEJFE-66BA40A20548B7E3,1,13:13-14:13,61,13:13-14:18,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
LSCC,2013-03-28,baseline,HEJFE-B7EFA7CF95262283,1,13:54-14:54,61,13:54-14:59,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
MCRI,2013-03-28,baseline,HEJFE-8F17F6BEDF631C8B,1,14:38-15:38,61,14:38-15:43,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
MCRL,2013-03-28,baseline,HEJFE-489E74F74AFB5AFA,1,14:02-15:02,61,14:02-15:07,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
MKC,2013-03-28,baseline,HEJFE-D1D8268651584B6A,1,15:08-16:00,53,15:08-16:00,53,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
MTH,2013-03-28,baseline,HEJFE-9B43F5B767ECD0FA,1,13:54-14:54,61,13:54-14:59,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
PFPT,2013-03-28,baseline,HEJFE-6C73B4B05384BC1E,1,14:30-15:30,61,14:30-15:35,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
PNRA,2013-03-28,baseline,HEJFE-CCC7747CFBDE893E,1,13:55-14:55,61,13:55-15:00,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
STMP,2013-03-28,baseline,HEJFE-06AE65B9C8FB0395,1,14:58-15:58,61,14:58-16:00,63,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
VRSN,2013-03-28,baseline,HEJFE-1FCAAB3F7CC931CF,1,13:37-14:37,61,13:37-14:42,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
ACO,2013-04-01,baseline,HEJFE-AC78A2434E4AE8FB,1,14:10-15:10,61,14:10-15:15,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
CAMP,2013-04-01,baseline,HEJFE-ED8CFC03F1053B9A,1,15:18-16:00,43,15:18-16:00,43,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
CENX,2013-04-01,baseline,HEJFE-7CA38C1FDA5EA4D0,1,14:52-15:52,61,14:52-15:57,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
ECHO,2013-04-01,baseline,HEJFE-C368B17FADFC15C7,1,13:44-14:44,61,13:44-14:49,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
ECOL,2013-04-01,baseline,HEJFE-12CC8075D3F634CD,1,14:37-15:37,61,14:37-15:42,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
EHTH,2013-04-01,baseline,HEJFE-9527526FED86FA7D,1,15:26-16:00,35,15:26-16:00,35,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
EW,2013-04-01,baseline,HEJFE-ED329F780A1085DA,1,12:58-13:58,61,12:58-14:03,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
GDI,2013-04-01,baseline,HEJFE-8536AD777ECEEACB,1,14:47-15:47,61,14:47-15:52,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
ISIL,2013-04-01,baseline,HEJFE-E575622C8FDAB71F,1,14:27-15:27,61,14:27-15:32,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
JNPR,2013-04-01,baseline,HEJFE-2558DC6865781793,1,14:01-15:01,61,14:01-15:06,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
LRCX,2013-04-01,baseline,HEJFE-66BA40A20548B7E3,1,13:13-14:13,61,13:13-14:18,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
LSCC,2013-04-01,baseline,HEJFE-B7EFA7CF95262283,1,13:54-14:54,61,13:54-14:59,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
MCRI,2013-04-01,baseline,HEJFE-8F17F6BEDF631C8B,1,14:38-15:38,61,14:38-15:43,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
MCRL,2013-04-01,baseline,HEJFE-489E74F74AFB5AFA,1,14:02-15:02,61,14:02-15:07,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
MKC,2013-04-01,event,HEJFE-D1D8268651584B6A,1,15:08-16:00,53,15:08-16:00,53,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
MTH,2013-04-01,baseline,HEJFE-9B43F5B767ECD0FA,1,13:54-14:54,61,13:54-14:59,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
PFPT,2013-04-01,baseline,HEJFE-6C73B4B05384BC1E,1,14:30-15:30,61,14:30-15:35,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
PNRA,2013-04-01,baseline,HEJFE-CCC7747CFBDE893E,1,13:55-14:55,61,13:55-15:00,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
STMP,2013-04-01,baseline,HEJFE-06AE65B9C8FB0395,1,14:58-15:58,61,14:58-16:00,63,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
VRSN,2013-04-01,baseline,HEJFE-1FCAAB3F7CC931CF,1,13:37-14:37,61,13:37-14:42,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
ACO,2013-04-02,baseline,HEJFE-AC78A2434E4AE8FB,1,14:10-15:10,61,14:10-15:15,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
CAMP,2013-04-02,baseline,HEJFE-ED8CFC03F1053B9A,1,15:18-16:00,43,15:18-16:00,43,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
CENX,2013-04-02,baseline,HEJFE-7CA38C1FDA5EA4D0,1,14:52-15:52,61,14:52-15:57,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
ECHO,2013-04-02,baseline,HEJFE-C368B17FADFC15C7,1,13:44-14:44,61,13:44-14:49,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
ECOL,2013-04-02,baseline,HEJFE-12CC8075D3F634CD,1,14:37-15:37,61,14:37-15:42,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
EHTH,2013-04-02,baseline,HEJFE-9527526FED86FA7D,1,15:26-16:00,35,15:26-16:00,35,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
EW,2013-04-02,baseline,HEJFE-ED329F780A1085DA,1,12:58-13:58,61,12:58-14:03,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
GDI,2013-04-02,baseline,HEJFE-8536AD777ECEEACB,1,14:47-15:47,61,14:47-15:52,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
ISIL,2013-04-02,baseline,HEJFE-E575622C8FDAB71F,1,14:27-15:27,61,14:27-15:32,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
JNPR,2013-04-02,baseline,HEJFE-2558DC6865781793,1,14:01-15:01,61,14:01-15:06,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
LRCX,2013-04-02,baseline,HEJFE-66BA40A20548B7E3,1,13:13-14:13,61,13:13-14:18,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
LSCC,2013-04-02,baseline,HEJFE-B7EFA7CF95262283,1,13:54-14:54,61,13:54-14:59,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
MCRI,2013-04-02,baseline,HEJFE-8F17F6BEDF631C8B,1,14:38-15:38,61,14:38-15:43,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
MCRL,2013-04-02,baseline,HEJFE-489E74F74AFB5AFA,1,14:02-15:02,61,14:02-15:07,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
MTH,2013-04-02,baseline,HEJFE-9B43F5B767ECD0FA,1,13:54-14:54,61,13:54-14:59,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
PFPT,2013-04-02,baseline,HEJFE-6C73B4B05384BC1E,1,14:30-15:30,61,14:30-15:35,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
PNRA,2013-04-02,baseline,HEJFE-CCC7747CFBDE893E,1,13:55-14:55,61,13:55-15:00,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
STMP,2013-04-02,baseline,HEJFE-06AE65B9C8FB0395,1,14:58-15:58,61,14:58-16:00,63,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
VRSN,2013-04-02,baseline,HEJFE-1FCAAB3F7CC931CF,1,13:37-14:37,61,13:37-14:42,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
ACO,2013-04-03,baseline,HEJFE-AC78A2434E4AE8FB,1,14:10-15:10,61,14:10-15:15,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
CAMP,2013-04-03,baseline,HEJFE-ED8CFC03F1053B9A,1,15:18-16:00,43,15:18-16:00,43,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
CENX,2013-04-03,baseline,HEJFE-7CA38C1FDA5EA4D0,1,14:52-15:52,61,14:52-15:57,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
ECHO,2013-04-03,baseline,HEJFE-C368B17FADFC15C7,1,13:44-14:44,61,13:44-14:49,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
ECOL,2013-04-03,baseline,HEJFE-12CC8075D3F634CD,1,14:37-15:37,61,14:37-15:42,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
EHTH,2013-04-03,baseline,HEJFE-9527526FED86FA7D,1,15:26-16:00,35,15:26-16:00,35,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
EW,2013-04-03,baseline,HEJFE-ED329F780A1085DA,1,12:58-13:58,61,12:58-14:03,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
GDI,2013-04-03,baseline,HEJFE-8536AD777ECEEACB,1,14:47-15:47,61,14:47-15:52,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
ISIL,2013-04-03,baseline,HEJFE-E575622C8FDAB71F,1,14:27-15:27,61,14:27-15:32,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
JNPR,2013-04-03,baseline,HEJFE-2558DC6865781793,1,14:01-15:01,61,14:01-15:06,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
LRCX,2013-04-03,baseline,HEJFE-66BA40A20548B7E3,1,13:13-14:13,61,13:13-14:18,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
LSCC,2013-04-03,baseline,HEJFE-B7EFA7CF95262283,1,13:54-14:54,61,13:54-14:59,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
MCRI,2013-04-03,baseline,HEJFE-8F17F6BEDF631C8B,1,14:38-15:38,61,14:38-15:43,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
MCRL,2013-04-03,baseline,HEJFE-489E74F74AFB5AFA,1,14:02-15:02,61,14:02-15:07,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
MTH,2013-04-03,baseline,HEJFE-9B43F5B767ECD0FA,1,13:54-14:54,61,13:54-14:59,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
PFPT,2013-04-03,baseline,HEJFE-6C73B4B05384BC1E,1,14:30-15:30,61,14:30-15:35,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
PNRA,2013-04-03,baseline,HEJFE-CCC7747CFBDE893E,1,13:55-14:55,61,13:55-15:00,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
STMP,2013-04-03,baseline,HEJFE-06AE65B9C8FB0395,1,14:58-15:58,61,14:58-16:00,63,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
VRSN,2013-04-03,baseline,HEJFE-1FCAAB3F7CC931CF,1,13:37-14:37,61,13:37-14:42,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
ACO,2013-04-04,baseline,HEJFE-AC78A2434E4AE8FB,1,14:10-15:10,61,14:10-15:15,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
CAMP,2013-04-04,baseline,HEJFE-ED8CFC03F1053B9A,1,15:18-16:00,43,15:18-16:00,43,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
CENX,2013-04-04,baseline,HEJFE-7CA38C1FDA5EA4D0,1,14:52-15:52,61,14:52-15:57,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
ECHO,2013-04-04,baseline,HEJFE-C368B17FADFC15C7,1,13:44-14:44,61,13:44-14:49,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
ECOL,2013-04-04,baseline,HEJFE-12CC8075D3F634CD,1,14:37-15:37,61,14:37-15:42,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
EHTH,2013-04-04,baseline,HEJFE-9527526FED86FA7D,1,15:26-16:00,35,15:26-16:00,35,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
EW,2013-04-04,baseline,HEJFE-ED329F780A1085DA,1,12:58-13:58,61,12:58-14:03,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
GDI,2013-04-04,baseline,HEJFE-8536AD777ECEEACB,1,14:47-15:47,61,14:47-15:52,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
ISIL,2013-04-04,baseline,HEJFE-E575622C8FDAB71F,1,14:27-15:27,61,14:27-15:32,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
JNPR,2013-04-04,baseline,HEJFE-2558DC6865781793,1,14:01-15:01,61,14:01-15:06,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
LRCX,2013-04-04,baseline,HEJFE-66BA40A20548B7E3,1,13:13-14:13,61,13:13-14:18,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
LSCC,2013-04-04,baseline,HEJFE-B7EFA7CF95262283,1,13:54-14:54,61,13:54-14:59,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
MCRI,2013-04-04,baseline,HEJFE-8F17F6BEDF631C8B,1,14:38-15:38,61,14:38-15:43,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
MCRL,2013-04-04,baseline,HEJFE-489E74F74AFB5AFA,1,14:02-15:02,61,14:02-15:07,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
MTH,2013-04-04,baseline,HEJFE-9B43F5B767ECD0FA,1,13:54-14:54,61,13:54-14:59,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
PFPT,2013-04-04,baseline,HEJFE-6C73B4B05384BC1E,1,14:30-15:30,61,14:30-15:35,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
PNRA,2013-04-04,baseline,HEJFE-CCC7747CFBDE893E,1,13:55-14:55,61,13:55-15:00,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
STMP,2013-04-04,baseline,HEJFE-06AE65B9C8FB0395,1,14:58-15:58,61,14:58-16:00,63,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
VRSN,2013-04-04,baseline,HEJFE-1FCAAB3F7CC931CF,1,13:37-14:37,61,13:37-14:42,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
ACO,2013-04-05,baseline,HEJFE-AC78A2434E4AE8FB,1,14:10-15:10,61,14:10-15:15,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
APC,2013-04-05,baseline,HEJFE-7B8A1A0CD3E2966F,1,12:57-13:57,61,12:57-14:02,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
CAMP,2013-04-05,baseline,HEJFE-ED8CFC03F1053B9A,1,15:18-16:00,43,15:18-16:00,43,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
CENX,2013-04-05,baseline,HEJFE-7CA38C1FDA5EA4D0,1,14:52-15:52,61,14:52-15:57,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
ECHO,2013-04-05,baseline,HEJFE-C368B17FADFC15C7,1,13:44-14:44,61,13:44-14:49,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
ECOL,2013-04-05,baseline,HEJFE-12CC8075D3F634CD,1,14:37-15:37,61,14:37-15:42,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
EHTH,2013-04-05,baseline,HEJFE-9527526FED86FA7D,1,15:26-16:00,35,15:26-16:00,35,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
EW,2013-04-05,baseline,HEJFE-ED329F780A1085DA,1,12:58-13:58,61,12:58-14:03,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
GDI,2013-04-05,baseline,HEJFE-8536AD777ECEEACB,1,14:47-15:47,61,14:47-15:52,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
ISIL,2013-04-05,baseline,HEJFE-E575622C8FDAB71F,1,14:27-15:27,61,14:27-15:32,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
JNPR,2013-04-05,baseline,HEJFE-2558DC6865781793,1,14:01-15:01,61,14:01-15:06,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
LRCX,2013-04-05,baseline,HEJFE-66BA40A20548B7E3,1,13:13-14:13,61,13:13-14:18,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
LSCC,2013-04-05,baseline,HEJFE-B7EFA7CF95262283,1,13:54-14:54,61,13:54-14:59,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
MCRI,2013-04-05,baseline,HEJFE-8F17F6BEDF631C8B,1,14:38-15:38,61,14:38-15:43,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
MCRL,2013-04-05,baseline,HEJFE-489E74F74AFB5AFA,1,14:02-15:02,61,14:02-15:07,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
MTH,2013-04-05,baseline,HEJFE-9B43F5B767ECD0FA,1,13:54-14:54,61,13:54-14:59,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
PFPT,2013-04-05,baseline,HEJFE-6C73B4B05384BC1E,1,14:30-15:30,61,14:30-15:35,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
PNRA,2013-04-05,baseline,HEJFE-CCC7747CFBDE893E,1,13:55-14:55,61,13:55-15:00,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
STMP,2013-04-05,baseline,HEJFE-06AE65B9C8FB0395,1,14:58-15:58,61,14:58-16:00,63,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
VRSN,2013-04-05,baseline,HEJFE-1FCAAB3F7CC931CF,1,13:37-14:37,61,13:37-14:42,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
ACO,2013-04-08,baseline,HEJFE-AC78A2434E4AE8FB,1,14:10-15:10,61,14:10-15:15,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
APC,2013-04-08,baseline,HEJFE-7B8A1A0CD3E2966F,1,12:57-13:57,61,12:57-14:02,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
BIO,2013-04-08,baseline,HEJFE-2FD552B9358078C6,1,15:25-16:00,36,15:25-16:00,36,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
