historical_symbol,trade_date,roles,event_ids,interval_count,window_intervals_local,requested_regular_session_minutes,quote_extension_intervals_local,requested_quote_minutes,require_equity_trades,require_equity_quotes,require_option_trades_full_replication,require_option_quotes_full_replication,itch_requirement,shares_outstanding_required,research_use_only
RH,2015-03-13,baseline,HEJFE-9B84208BA575EAC4,1,15:11-16:00,50,15:11-16:00,50,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
SNX,2015-03-13,baseline,HEJFE-238D29A9B584466D,1,15:24-16:00,37,15:24-16:00,37,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
CAG,2015-03-16,baseline,HEJFE-EDF80619CED083CB,1,14:49-15:49,61,14:49-15:54,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
GME,2015-03-16,baseline,HEJFE-753716A61B8622B0,1,15:12-16:00,49,15:12-16:00,49,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
MFRM,2015-03-16,baseline,HEJFE-05DE1473D5D7F7FB,1,15:25-16:00,36,15:25-16:00,36,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
NKE,2015-03-16,baseline,HEJFE-0BAF70D8CC8F1631,1,15:28-16:00,33,15:28-16:00,33,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
PVH,2015-03-16,baseline,HEJFE-DF726FADF321F8E3,1,14:48-15:48,61,14:48-15:53,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
RH,2015-03-16,baseline,HEJFE-9B84208BA575EAC4,1,15:11-16:00,50,15:11-16:00,50,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
SNX,2015-03-16,baseline,HEJFE-238D29A9B584466D,1,15:24-16:00,37,15:24-16:00,37,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
CAG,2015-03-17,baseline,HEJFE-EDF80619CED083CB,1,14:49-15:49,61,14:49-15:54,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
GME,2015-03-17,baseline,HEJFE-753716A61B8622B0,1,15:12-16:00,49,15:12-16:00,49,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
MAT,2015-03-17,baseline,HEJFE-263620F13A6443DD,1,14:09-15:09,61,14:09-15:14,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
MFRM,2015-03-17,baseline,HEJFE-05DE1473D5D7F7FB,1,15:25-16:00,36,15:25-16:00,36,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
NKE,2015-03-17,baseline,HEJFE-0BAF70D8CC8F1631,1,15:28-16:00,33,15:28-16:00,33,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
NOW,2015-03-17,baseline,HEJFE-47A3794D1C360650,1,14:03-15:03,61,14:03-15:08,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
PVH,2015-03-17,baseline,HEJFE-DF726FADF321F8E3,1,14:48-15:48,61,14:48-15:53,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
RH,2015-03-17,baseline,HEJFE-9B84208BA575EAC4,1,15:11-16:00,50,15:11-16:00,50,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
SNX,2015-03-17,baseline,HEJFE-238D29A9B584466D,1,15:24-16:00,37,15:24-16:00,37,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
CAG,2015-03-18,baseline,HEJFE-EDF80619CED083CB,1,14:49-15:49,61,14:49-15:54,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
GME,2015-03-18,baseline,HEJFE-753716A61B8622B0,1,15:12-16:00,49,15:12-16:00,49,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
MAT,2015-03-18,baseline,HEJFE-263620F13A6443DD,1,14:09-15:09,61,14:09-15:14,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
MFRM,2015-03-18,baseline,HEJFE-05DE1473D5D7F7FB,1,15:25-16:00,36,15:25-16:00,36,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
NKE,2015-03-18,baseline,HEJFE-0BAF70D8CC8F1631,1,15:28-16:00,33,15:28-16:00,33,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
NOW,2015-03-18,baseline,HEJFE-47A3794D1C360650,1,14:03-15:03,61,14:03-15:08,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
PVH,2015-03-18,baseline,HEJFE-DF726FADF321F8E3,1,14:48-15:48,61,14:48-15:53,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
RH,2015-03-18,baseline,HEJFE-9B84208BA575EAC4,1,15:11-16:00,50,15:11-16:00,50,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
SNX,2015-03-18,baseline,HEJFE-238D29A9B584466D,1,15:24-16:00,37,15:24-16:00,37,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
CAG,2015-03-19,baseline,HEJFE-EDF80619CED083CB,1,14:49-15:49,61,14:49-15:54,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
GME,2015-03-19,baseline,HEJFE-753716A61B8622B0,1,15:12-16:00,49,15:12-16:00,49,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
MAT,2015-03-19,baseline,HEJFE-263620F13A6443DD,1,14:09-15:09,61,14:09-15:14,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
MFRM,2015-03-19,event,HEJFE-05DE1473D5D7F7FB,1,15:25-16:00,36,15:25-16:00,36,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
NKE,2015-03-19,event,HEJFE-0BAF70D8CC8F1631,1,15:28-16:00,33,15:28-16:00,33,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
NOW,2015-03-19,baseline,HEJFE-47A3794D1C360650,1,14:03-15:03,61,14:03-15:08,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
PVH,2015-03-19,baseline,HEJFE-DF726FADF321F8E3,1,14:48-15:48,61,14:48-15:53,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
RH,2015-03-19,baseline,HEJFE-9B84208BA575EAC4,1,15:11-16:00,50,15:11-16:00,50,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
