historical_symbol,trade_date,shares_outstanding,resolution_status,source_id,source_family,source_reference,fact_date,available_at,staleness_days,research_use_only
VMW,2013-10-17,,unresolved,,,,,,,1
GNTX,2013-10-18,,unresolved,,,,,,,1
JNPR,2013-10-18,,unresolved,,,,,,,1
PNRA,2013-10-18,,unresolved,,,,,,,1
VMW,2013-10-18,,unresolved,,,,,,,1
GNTX,2013-10-21,,unresolved,,,,,,,1
JNPR,2013-10-21,,unresolved,,,,,,,1
PNRA,2013-10-21,,unresolved,,,,,,,1
VMW,2013-10-21,,unresolved,,,,,,,1
JNPR,2013-10-22,,unresolved,,,,,,,1
PNRA,2013-10-22,,unresolved,,,,,,,1
CMTL,2014-11-07,,unresolved,,,,,,,1
CMTL,2014-11-10,,unresolved,,,,,,,1
CMTL,2014-11-11,,unresolved,,,,,,,1
CMTL,2014-11-12,,unresolved,,,,,,,1
PAY,2014-11-12,,unresolved,,,,,,,1
CMTL,2014-11-13,,unresolved,,,,,,,1
PAY,2014-11-13,,unresolved,,,,,,,1
CMTL,2014-11-14,,unresolved,,,,,,,1
PAY,2014-11-14,,unresolved,,,,,,,1
CMTL,2014-11-17,,unresolved,,,,,,,1
PAY,2014-11-17,,unresolved,,,,,,,1
CMTL,2014-11-18,,unresolved,,,,,,,1
PAY,2014-11-18,,unresolved,,,,,,,1
CMTL,2014-11-19,,unresolved,,,,,,,1
PAY,2014-11-19,,unresolved,,,,,,,1
CMTL,2014-11-20,,unresolved,,,,,,,1
PAY,2014-11-20,,unresolved,,,,,,,1
CMTL,2014-11-21,,unresolved,,,,,,,1
PAY,2014-11-21,,unresolved,,,,,,,1
CMTL,2014-11-24,,unresolved,,,,,,,1
PAY,2014-11-24,,unresolved,,,,,,,1
CMTL,2014-11-25,,unresolved,,,,,,,1
PAY,2014-11-25,,unresolved,,,,,,,1
CMTL,2014-11-26,,unresolved,,,,,,,1
PAY,2014-11-26,,unresolved,,,,,,,1
CMTL,2014-12-01,,unresolved,,,,,,,1
PAY,2014-12-01,,unresolved,,,,,,,1
CMTL,2014-12-02,,unresolved,,,,,,,1
PAY,2014-12-02,,unresolved,,,,,,,1
CMTL,2014-12-03,,unresolved,,,,,,,1
PAY,2014-12-03,,unresolved,,,,,,,1
CMTL,2014-12-04,,unresolved,,,,,,,1
PAY,2014-12-04,,unresolved,,,,,,,1
CMTL,2014-12-05,,unresolved,,,,,,,1
PAY,2014-12-05,,unresolved,,,,,,,1
CMTL,2014-12-08,,unresolved,,,,,,,1
PAY,2014-12-08,,unresolved,,,,,,,1
CMTL,2014-12-09,,unresolved,,,,,,,1
PAY,2014-12-09,,unresolved,,,,,,,1
CMTL,2014-12-10,,unresolved,,,,,,,1
PAY,2014-12-10,,unresolved,,,,,,,1
PAY,2014-12-11,,unresolved,,,,,,,1
PAY,2014-12-12,,unresolved,,,,,,,1
PAY,2014-12-15,,unresolved,,,,,,,1
CREE,2014-12-16,,unresolved,,,,,,,1
CREE,2014-12-17,,unresolved,,,,,,,1
SNDK,2014-12-17,,unresolved,,,,,,,1
URI,2014-12-17,,unresolved,,,,,,,1
CREE,2014-12-18,,unresolved,,,,,,,1
SBUX,2014-12-18,,unresolved,,,,,,,1
SNDK,2014-12-18,,unresolved,,,,,,,1
STT,2014-12-18,,unresolved,,,,,,,1
SWKS,2014-12-18,,unresolved,,,,,,,1
URI,2014-12-18,,unresolved,,,,,,,1
CREE,2014-12-19,,unresolved,,,,,,,1
SBUX,2014-12-19,,unresolved,,,,,,,1
SNDK,2014-12-19,,unresolved,,,,,,,1
STT,2014-12-19,,unresolved,,,,,,,1
SWKS,2014-12-19,,unresolved,,,,,,,1
URI,2014-12-19,,unresolved,,,,,,,1
CREE,2014-12-22,,unresolved,,,,,,,1
SBUX,2014-12-22,,unresolved,,,,,,,1
SNDK,2014-12-22,,unresolved,,,,,,,1
STT,2014-12-22,,unresolved,,,,,,,1
SWKS,2014-12-22,,unresolved,,,,,,,1
URI,2014-12-22,,unresolved,,,,,,,1
CREE,2014-12-23,,unresolved,,,,,,,1
EA,2014-12-23,,unresolved,,,,,,,1
ILMN,2014-12-23,,unresolved,,,,,,,1
SBUX,2014-12-23,,unresolved,,,,,,,1
SNDK,2014-12-23,,unresolved,,,,,,,1
STT,2014-12-23,,unresolved,,,,,,,1
SWKS,2014-12-23,,unresolved,,,,,,,1
URI,2014-12-23,,unresolved,,,,,,,1
CREE,2014-12-26,,unresolved,,,,,,,1
EA,2014-12-26,,unresolved,,,,,,,1
F,2014-12-26,,unresolved,,,,,,,1
ILMN,2014-12-26,,unresolved,,,,,,,1
NOW,2014-12-26,,unresolved,,,,,,,1
SBUX,2014-12-26,,unresolved,,,,,,,1
SNDK,2014-12-26,,unresolved,,,,,,,1
STT,2014-12-26,,unresolved,,,,,,,1
SWKS,2014-12-26,,unresolved,,,,,,,1
TER,2014-12-26,,unresolved,,,,,,,1
URI,2014-12-26,,unresolved,,,,,,,1
BCR,2014-12-29,,unresolved,,,,,,,1
CREE,2014-12-29,,unresolved,,,,,,,1
EA,2014-12-29,,unresolved,,,,,,,1
F,2014-12-29,,unresolved,,,,,,,1
HBI,2014-12-29,,unresolved,,,,,,,1
ILMN,2014-12-29,,unresolved,,,,,,,1
NATI,2014-12-29,,unresolved,,,,,,,1
NOW,2014-12-29,,unresolved,,,,,,,1
SBUX,2014-12-29,,unresolved,,,,,,,1
SNDK,2014-12-29,,unresolved,,,,,,,1
STT,2014-12-29,,unresolved,,,,,,,1
SWKS,2014-12-29,,unresolved,,,,,,,1
TER,2014-12-29,,unresolved,,,,,,,1
URI,2014-12-29,,unresolved,,,,,,,1
BCR,2014-12-30,,unresolved,,,,,,,1
CREE,2014-12-30,,unresolved,,,,,,,1
EA,2014-12-30,,unresolved,,,,,,,1
F,2014-12-30,,unresolved,,,,,,,1
HBI,2014-12-30,,unresolved,,,,,,,1
ILMN,2014-12-30,,unresolved,,,,,,,1
NATI,2014-12-30,,unresolved,,,,,,,1
NOW,2014-12-30,,unresolved,,,,,,,1
SBUX,2014-12-30,,unresolved,,,,,,,1
SNDK,2014-12-30,,unresolved,,,,,,,1
STT,2014-12-30,,unresolved,,,,,,,1
SWKS,2014-12-30,,unresolved,,,,,,,1
TER,2014-12-30,,unresolved,,,,,,,1
URI,2014-12-30,,unresolved,,,,,,,1
BCR,2014-12-31,,unresolved,,,,,,,1
CREE,2014-12-31,,unresolved,,,,,,,1
EA,2014-12-31,,unresolved,,,,,,,1
F,2014-12-31,,unresolved,,,,,,,1
HBI,2014-12-31,,unresolved,,,,,,,1
IDTI,2014-12-31,,unresolved,,,,,,,1
ILMN,2014-12-31,,unresolved,,,,,,,1
MDU,2014-12-31,,unresolved,,,,,,,1
NATI,2014-12-31,,unresolved,,,,,,,1
NOW,2014-12-31,,unresolved,,,,,,,1
R,2014-12-31,,unresolved,,,,,,,1
SBUX,2014-12-31,,unresolved,,,,,,,1
SNDK,2014-12-31,,unresolved,,,,,,,1
STT,2014-12-31,,unresolved,,,,,,,1
SWKS,2014-12-31,,unresolved,,,,,,,1
TER,2014-12-31,,unresolved,,,,,,,1
URI,2014-12-31,,unresolved,,,,,,,1
BCR,2015-01-02,,unresolved,,,,,,,1
CREE,2015-01-02,,unresolved,,,,,,,1
EA,2015-01-02,,unresolved,,,,,,,1
F,2015-01-02,,unresolved,,,,,,,1
GILD,2015-01-02,,unresolved,,,,,,,1
HBI,2015-01-02,,unresolved,,,,,,,1
IDTI,2015-01-02,,unresolved,,,,,,,1
ILMN,2015-01-02,,unresolved,,,,,,,1
MDU,2015-01-02,,unresolved,,,,,,,1
NATI,2015-01-02,,unresolved,,,,,,,1
NOW,2015-01-02,,unresolved,,,,,,,1
R,2015-01-02,,unresolved,,,,,,,1
SBUX,2015-01-02,,unresolved,,,,,,,1
SNDK,2015-01-02,,unresolved,,,,,,,1
STT,2015-01-02,,unresolved,,,,,,,1
SWKS,2015-01-02,,unresolved,,,,,,,1
TER,2015-01-02,,unresolved,,,,,,,1
URI,2015-01-02,,unresolved,,,,,,,1
BCR,2015-01-05,,unresolved,,,,,,,1
CREE,2015-01-05,,unresolved,,,,,,,1
EA,2015-01-05,,unresolved,,,,,,,1
F,2015-01-05,,unresolved,,,,,,,1
GILD,2015-01-05,,unresolved,,,,,,,1
GMCR,2015-01-05,,unresolved,,,,,,,1
HBI,2015-01-05,,unresolved,,,,,,,1
IDTI,2015-01-05,,unresolved,,,,,,,1
ILMN,2015-01-05,,unresolved,,,,,,,1
MDU,2015-01-05,,unresolved,,,,,,,1
NATI,2015-01-05,,unresolved,,,,,,,1
NOW,2015-01-05,,unresolved,,,,,,,1
R,2015-01-05,,unresolved,,,,,,,1
SBUX,2015-01-05,,unresolved,,,,,,,1
SNDK,2015-01-05,,unresolved,,,,,,,1
STT,2015-01-05,,unresolved,,,,,,,1
SWKS,2015-01-05,,unresolved,,,,,,,1
TER,2015-01-05,,unresolved,,,,,,,1
URI,2015-01-05,,unresolved,,,,,,,1
BCR,2015-01-06,,unresolved,,,,,,,1
CREE,2015-01-06,,unresolved,,,,,,,1
EA,2015-01-06,,unresolved,,,,,,,1
F,2015-01-06,,unresolved,,,,,,,1
GILD,2015-01-06,,unresolved,,,,,,,1
GMCR,2015-01-06,,unresolved,,,,,,,1
HBI,2015-01-06,,unresolved,,,,,,,1
IDTI,2015-01-06,,unresolved,,,,,,,1
ILMN,2015-01-06,,unresolved,,,,,,,1
MDU,2015-01-06,,unresolved,,,,,,,1
NATI,2015-01-06,,unresolved,,,,,,,1
NOW,2015-01-06,,unresolved,,,,,,,1
NUAN,2015-01-06,,unresolved,,,,,,,1
P,2015-01-06,,unresolved,,,,,,,1
R,2015-01-06,,unresolved,,,,,,,1
SBUX,2015-01-06,,unresolved,,,,,,,1
SNDK,2015-01-06,,unresolved,,,,,,,1
STT,2015-01-06,,unresolved,,,,,,,1
SWKS,2015-01-06,,unresolved,,,,,,,1
TER,2015-01-06,,unresolved,,,,,,,1
URI,2015-01-06,,unresolved,,,,,,,1
BCR,2015-01-07,,unresolved,,,,,,,1
CREE,2015-01-07,,unresolved,,,,,,,1
EA,2015-01-07,,unresolved,,,,,,,1
F,2015-01-07,,unresolved,,,,,,,1
GILD,2015-01-07,,unresolved,,,,,,,1
GMCR,2015-01-07,,unresolved,,,,,,,1
HBI,2015-01-07,,unresolved,,,,,,,1
IDTI,2015-01-07,,unresolved,,,,,,,1
ILMN,2015-01-07,,unresolved,,,,,,,1
MDU,2015-01-07,,unresolved,,,,,,,1
NATI,2015-01-07,,unresolved,,,,,,,1
NOW,2015-01-07,,unresolved,,,,,,,1
NUAN,2015-01-07,,unresolved,,,,,,,1
P,2015-01-07,,unresolved,,,,,,,1
R,2015-01-07,,unresolved,,,,,,,1
SBUX,2015-01-07,,unresolved,,,,,,,1
SNDK,2015-01-07,,unresolved,,,,,,,1
STT,2015-01-07,,unresolved,,,,,,,1
SWKS,2015-01-07,,unresolved,,,,,,,1
TER,2015-01-07,,unresolved,,,,,,,1
URI,2015-01-07,,unresolved,,,,,,,1
BCR,2015-01-08,,unresolved,,,,,,,1
CREE,2015-01-08,,unresolved,,,,,,,1
EA,2015-01-08,,unresolved,,,,,,,1
F,2015-01-08,,unresolved,,,,,,,1
GILD,2015-01-08,,unresolved,,,,,,,1
GMCR,2015-01-08,,unresolved,,,,,,,1
HBI,2015-01-08,,unresolved,,,,,,,1
IDTI,2015-01-08,,unresolved,,,,,,,1
ILMN,2015-01-08,,unresolved,,,,,,,1
MDU,2015-01-08,,unresolved,,,,,,,1
NATI,2015-01-08,,unresolved,,,,,,,1
NOW,2015-01-08,,unresolved,,,,,,,1
NUAN,2015-01-08,,unresolved,,,,,,,1
P,2015-01-08,,unresolved,,,,,,,1
R,2015-01-08,,unresolved,,,,,,,1
SBUX,2015-01-08,,unresolved,,,,,,,1
SNDK,2015-01-08,,unresolved,,,,,,,1
STT,2015-01-08,,unresolved,,,,,,,1
SWKS,2015-01-08,,unresolved,,,,,,,1
TER,2015-01-08,,unresolved,,,,,,,1
URI,2015-01-08,,unresolved,,,,,,,1
BCR,2015-01-09,,unresolved,,,,,,,1
CREE,2015-01-09,,unresolved,,,,,,,1
CRL,2015-01-09,,unresolved,,,,,,,1
EA,2015-01-09,,unresolved,,,,,,,1
F,2015-01-09,,unresolved,,,,,,,1
GILD,2015-01-09,,unresolved,,,,,,,1
GMCR,2015-01-09,,unresolved,,,,,,,1
GNRC,2015-01-09,,unresolved,,,,,,,1
HBI,2015-01-09,,unresolved,,,,,,,1
IDTI,2015-01-09,,unresolved,,,,,,,1
ILMN,2015-01-09,,unresolved,,,,,,,1
MDU,2015-01-09,,unresolved,,,,,,,1
NATI,2015-01-09,,unresolved,,,,,,,1
NOW,2015-01-09,,unresolved,,,,,,,1
NUAN,2015-01-09,,unresolved,,,,,,,1
P,2015-01-09,,unresolved,,,,,,,1
R,2015-01-09,,unresolved,,,,,,,1
SBUX,2015-01-09,,unresolved,,,,,,,1
SNDK,2015-01-09,,unresolved,,,,,,,1
STT,2015-01-09,,unresolved,,,,,,,1
SWKS,2015-01-09,,unresolved,,,,,,,1
TER,2015-01-09,,unresolved,,,,,,,1
URI,2015-01-09,,unresolved,,,,,,,1
BCR,2015-01-12,,unresolved,,,,,,,1
CREE,2015-01-12,,unresolved,,,,,,,1
CRL,2015-01-12,,unresolved,,,,,,,1
EA,2015-01-12,,unresolved,,,,,,,1
F,2015-01-12,,unresolved,,,,,,,1
GILD,2015-01-12,,unresolved,,,,,,,1
GMCR,2015-01-12,,unresolved,,,,,,,1
GNRC,2015-01-12,,unresolved,,,,,,,1
HBI,2015-01-12,,unresolved,,,,,,,1
IDTI,2015-01-12,,unresolved,,,,,,,1
ILMN,2015-01-12,,unresolved,,,,,,,1
MDU,2015-01-12,,unresolved,,,,,,,1
NATI,2015-01-12,,unresolved,,,,,,,1
NOW,2015-01-12,,unresolved,,,,,,,1
NUAN,2015-01-12,,unresolved,,,,,,,1
P,2015-01-12,,unresolved,,,,,,,1
PNRA,2015-01-12,,unresolved,,,,,,,1
R,2015-01-12,,unresolved,,,,,,,1
SBUX,2015-01-12,,unresolved,,,,,,,1
SNDK,2015-01-12,,unresolved,,,,,,,1
STT,2015-01-12,,unresolved,,,,,,,1
SWKS,2015-01-12,,unresolved,,,,,,,1
TER,2015-01-12,,unresolved,,,,,,,1
URI,2015-01-12,,unresolved,,,,,,,1
ALNY,2015-01-13,,unresolved,,,,,,,1
BCR,2015-01-13,,unresolved,,,,,,,1
CGNX,2015-01-13,,unresolved,,,,,,,1
COLM,2015-01-13,,unresolved,,,,,,,1
CREE,2015-01-13,,unresolved,,,,,,,1
CRL,2015-01-13,,unresolved,,,,,,,1
EA,2015-01-13,,unresolved,,,,,,,1
F,2015-01-13,,unresolved,,,,,,,1
GILD,2015-01-13,,unresolved,,,,,,,1
GMCR,2015-01-13,,unresolved,,,,,,,1
GNRC,2015-01-13,,unresolved,,,,,,,1
HBI,2015-01-13,,unresolved,,,,,,,1
IDTI,2015-01-13,,unresolved,,,,,,,1
ILMN,2015-01-13,,unresolved,,,,,,,1
INWK,2015-01-13,,unresolved,,,,,,,1
MDU,2015-01-13,,unresolved,,,,,,,1
NATI,2015-01-13,,unresolved,,,,,,,1
NOW,2015-01-13,,unresolved,,,,,,,1
NUAN,2015-01-13,,unresolved,,,,,,,1
P,2015-01-13,,unresolved,,,,,,,1
PNRA,2015-01-13,,unresolved,,,,,,,1
QLIK,2015-01-13,,unresolved,,,,,,,1
R,2015-01-13,,unresolved,,,,,,,1
SBUX,2015-01-13,,unresolved,,,,,,,1
SNDK,2015-01-13,,unresolved,,,,,,,1
STT,2015-01-13,,unresolved,,,,,,,1
SWKS,2015-01-13,,unresolved,,,,,,,1
TER,2015-01-13,,unresolved,,,,,,,1
TNGO,2015-01-13,,unresolved,,,,,,,1
URI,2015-01-13,,unresolved,,,,,,,1
ALNY,2015-01-14,,unresolved,,,,,,,1
BCR,2015-01-14,,unresolved,,,,,,,1
CGNX,2015-01-14,,unresolved,,,,,,,1
COLM,2015-01-14,,unresolved,,,,,,,1
CREE,2015-01-14,,unresolved,,,,,,,1
CRL,2015-01-14,,unresolved,,,,,,,1
EA,2015-01-14,,unresolved,,,,,,,1
F,2015-01-14,,unresolved,,,,,,,1
GILD,2015-01-14,,unresolved,,,,,,,1
GMCR,2015-01-14,,unresolved,,,,,,,1
GNRC,2015-01-14,,unresolved,,,,,,,1
HBI,2015-01-14,,unresolved,,,,,,,1
IDTI,2015-01-14,,unresolved,,,,,,,1
ILMN,2015-01-14,,unresolved,,,,,,,1
INWK,2015-01-14,,unresolved,,,,,,,1
MDU,2015-01-14,,unresolved,,,,,,,1
NATI,2015-01-14,,unresolved,,,,,,,1
NOW,2015-01-14,,unresolved,,,,,,,1
NUAN,2015-01-14,,unresolved,,,,,,,1
P,2015-01-14,,unresolved,,,,,,,1
PNRA,2015-01-14,,unresolved,,,,,,,1
QLIK,2015-01-14,,unresolved,,,,,,,1
R,2015-01-14,,unresolved,,,,,,,1
SBUX,2015-01-14,,unresolved,,,,,,,1
SNDK,2015-01-14,,unresolved,,,,,,,1
STT,2015-01-14,,unresolved,,,,,,,1
SWKS,2015-01-14,,unresolved,,,,,,,1
TER,2015-01-14,,unresolved,,,,,,,1
TNGO,2015-01-14,,unresolved,,,,,,,1
URI,2015-01-14,,unresolved,,,,,,,1
ADI,2015-01-15,,unresolved,,,,,,,1
ALNY,2015-01-15,,unresolved,,,,,,,1
BCR,2015-01-15,,unresolved,,,,,,,1
CGNX,2015-01-15,,unresolved,,,,,,,1
CLD,2015-01-15,,unresolved,,,,,,,1
COLM,2015-01-15,,unresolved,,,,,,,1
CREE,2015-01-15,,unresolved,,,,,,,1
CRL,2015-01-15,,unresolved,,,,,,,1
EA,2015-01-15,,unresolved,,,,,,,1
F,2015-01-15,,unresolved,,,,,,,1
FLR,2015-01-15,,unresolved,,,,,,,1
GILD,2015-01-15,,unresolved,,,,,,,1
GMCR,2015-01-15,,unresolved,,,,,,,1
GNRC,2015-01-15,,unresolved,,,,,,,1
HBI,2015-01-15,,unresolved,,,,,,,1
IDTI,2015-01-15,,unresolved,,,,,,,1
ILMN,2015-01-15,,unresolved,,,,,,,1
INWK,2015-01-15,,unresolved,,,,,,,1
MDU,2015-01-15,,unresolved,,,,,,,1
NATI,2015-01-15,,unresolved,,,,,,,1
NOW,2015-01-15,,unresolved,,,,,,,1
NUAN,2015-01-15,,unresolved,,,,,,,1
P,2015-01-15,,unresolved,,,,,,,1
PNRA,2015-01-15,,unresolved,,,,,,,1
QLIK,2015-01-15,,unresolved,,,,,,,1
R,2015-01-15,,unresolved,,,,,,,1
ROG,2015-01-15,,unresolved,,,,,,,1
SBUX,2015-01-15,,unresolved,,,,,,,1
SNDK,2015-01-15,,unresolved,,,,,,,1
STT,2015-01-15,,unresolved,,,,,,,1
SWKS,2015-01-15,,unresolved,,,,,,,1
TER,2015-01-15,,unresolved,,,,,,,1
TNGO,2015-01-15,,unresolved,,,,,,,1
URI,2015-01-15,,unresolved,,,,,,,1
WTS,2015-01-15,,unresolved,,,,,,,1
ADI,2015-01-16,,unresolved,,,,,,,1
ALNY,2015-01-16,,unresolved,,,,,,,1
BCR,2015-01-16,,unresolved,,,,,,,1
CGNX,2015-01-16,,unresolved,,,,,,,1
CLD,2015-01-16,,unresolved,,,,,,,1
COLM,2015-01-16,,unresolved,,,,,,,1
CREE,2015-01-16,,unresolved,,,,,,,1
CRL,2015-01-16,,unresolved,,,,,,,1
EA,2015-01-16,,unresolved,,,,,,,1
F,2015-01-16,,unresolved,,,,,,,1
FLR,2015-01-16,,unresolved,,,,,,,1
GILD,2015-01-16,,unresolved,,,,,,,1
GMCR,2015-01-16,,unresolved,,,,,,,1
GNRC,2015-01-16,,unresolved,,,,,,,1
HBI,2015-01-16,,unresolved,,,,,,,1
IDTI,2015-01-16,,unresolved,,,,,,,1
ILMN,2015-01-16,,unresolved,,,,,,,1
INWK,2015-01-16,,unresolved,,,,,,,1
MDU,2015-01-16,,unresolved,,,,,,,1
MIC,2015-01-16,,unresolved,,,,,,,1
NATI,2015-01-16,,unresolved,,,,,,,1
NOW,2015-01-16,,unresolved,,,,,,,1
NUAN,2015-01-16,,unresolved,,,,,,,1
P,2015-01-16,,unresolved,,,,,,,1
PNRA,2015-01-16,,unresolved,,,,,,,1
QLIK,2015-01-16,,unresolved,,,,,,,1
R,2015-01-16,,unresolved,,,,,,,1
ROG,2015-01-16,,unresolved,,,,,,,1
SBUX,2015-01-16,,unresolved,,,,,,,1
SNDK,2015-01-16,,unresolved,,,,,,,1
STT,2015-01-16,,unresolved,,,,,,,1
SWKS,2015-01-16,,unresolved,,,,,,,1
TER,2015-01-16,,unresolved,,,,,,,1
TNGO,2015-01-16,,unresolved,,,,,,,1
URI,2015-01-16,,unresolved,,,,,,,1
WMB,2015-01-16,,unresolved,,,,,,,1
WTS,2015-01-16,,unresolved,,,,,,,1
ADI,2015-01-20,,unresolved,,,,,,,1
ALNY,2015-01-20,,unresolved,,,,,,,1
BCR,2015-01-20,,unresolved,,,,,,,1
CGNX,2015-01-20,,unresolved,,,,,,,1
CLD,2015-01-20,,unresolved,,,,,,,1
COLM,2015-01-20,,unresolved,,,,,,,1
CREE,2015-01-20,,unresolved,,,,,,,1
CRL,2015-01-20,,unresolved,,,,,,,1
DE,2015-01-20,,unresolved,,,,,,,1
EA,2015-01-20,,unresolved,,,,,,,1
F,2015-01-20,,unresolved,,,,,,,1
FLR,2015-01-20,,unresolved,,,,,,,1
GILD,2015-01-20,,unresolved,,,,,,,1
GMCR,2015-01-20,,unresolved,,,,,,,1
GNRC,2015-01-20,,unresolved,,,,,,,1
HBI,2015-01-20,,unresolved,,,,,,,1
IDTI,2015-01-20,,unresolved,,,,,,,1
ILMN,2015-01-20,,unresolved,,,,,,,1
INWK,2015-01-20,,unresolved,,,,,,,1
JWN,2015-01-20,,unresolved,,,,,,,1
MDU,2015-01-20,,unresolved,,,,,,,1
MIC,2015-01-20,,unresolved,,,,,,,1
NATI,2015-01-20,,unresolved,,,,,,,1
NOW,2015-01-20,,unresolved,,,,,,,1
NUAN,2015-01-20,,unresolved,,,,,,,1
P,2015-01-20,,unresolved,,,,,,,1
PNRA,2015-01-20,,unresolved,,,,,,,1
QLIK,2015-01-20,,unresolved,,,,,,,1
R,2015-01-20,,unresolved,,,,,,,1
ROG,2015-01-20,,unresolved,,,,,,,1
SBUX,2015-01-20,,unresolved,,,,,,,1
SNDK,2015-01-20,,unresolved,,,,,,,1
STT,2015-01-20,,unresolved,,,,,,,1
SWKS,2015-01-20,,unresolved,,,,,,,1
TER,2015-01-20,,unresolved,,,,,,,1
TNGO,2015-01-20,,unresolved,,,,,,,1
URI,2015-01-20,,unresolved,,,,,,,1
WMB,2015-01-20,,unresolved,,,,,,,1
WTS,2015-01-20,,unresolved,,,,,,,1
ADI,2015-01-21,,unresolved,,,,,,,1
ALNY,2015-01-21,,unresolved,,,,,,,1
BCR,2015-01-21,,unresolved,,,,,,,1
CGNX,2015-01-21,,unresolved,,,,,,,1
CLD,2015-01-21,,unresolved,,,,,,,1
COLM,2015-01-21,,unresolved,,,,,,,1
CRL,2015-01-21,,unresolved,,,,,,,1
DE,2015-01-21,,unresolved,,,,,,,1
EA,2015-01-21,,unresolved,,,,,,,1
F,2015-01-21,,unresolved,,,,,,,1
FLR,2015-01-21,,unresolved,,,,,,,1
GILD,2015-01-21,,unresolved,,,,,,,1
GMCR,2015-01-21,,unresolved,,,,,,,1
GNRC,2015-01-21,,unresolved,,,,,,,1
HBI,2015-01-21,,unresolved,,,,,,,1
IDTI,2015-01-21,,unresolved,,,,,,,1
ILMN,2015-01-21,,unresolved,,,,,,,1
INWK,2015-01-21,,unresolved,,,,,,,1
JWN,2015-01-21,,unresolved,,,,,,,1
MDU,2015-01-21,,unresolved,,,,,,,1
MIC,2015-01-21,,unresolved,,,,,,,1
NATI,2015-01-21,,unresolved,,,,,,,1
NOW,2015-01-21,,unresolved,,,,,,,1
NUAN,2015-01-21,,unresolved,,,,,,,1
P,2015-01-21,,unresolved,,,,,,,1
PNRA,2015-01-21,,unresolved,,,,,,,1
QLIK,2015-01-21,,unresolved,,,,,,,1
R,2015-01-21,,unresolved,,,,,,,1
ROG,2015-01-21,,unresolved,,,,,,,1
SBUX,2015-01-21,,unresolved,,,,,,,1
SNDK,2015-01-21,,unresolved,,,,,,,1
STT,2015-01-21,,unresolved,,,,,,,1
SWKS,2015-01-21,,unresolved,,,,,,,1
TER,2015-01-21,,unresolved,,,,,,,1
TNGO,2015-01-21,,unresolved,,,,,,,1
URI,2015-01-21,,unresolved,,,,,,,1
WMB,2015-01-21,,unresolved,,,,,,,1
WTS,2015-01-21,,unresolved,,,,,,,1
ADI,2015-01-22,,unresolved,,,,,,,1
ALNY,2015-01-22,,unresolved,,,,,,,1
ATRC,2015-01-22,,unresolved,,,,,,,1
BCR,2015-01-22,,unresolved,,,,,,,1
CGNX,2015-01-22,,unresolved,,,,,,,1
CLD,2015-01-22,,unresolved,,,,,,,1
COLM,2015-01-22,,unresolved,,,,,,,1
CRL,2015-01-22,,unresolved,,,,,,,1
DE,2015-01-22,,unresolved,,,,,,,1
EA,2015-01-22,,unresolved,,,,,,,1
F,2015-01-22,,unresolved,,,,,,,1
FLR,2015-01-22,,unresolved,,,,,,,1
GILD,2015-01-22,,unresolved,,,,,,,1
GMCR,2015-01-22,,unresolved,,,,,,,1
GNRC,2015-01-22,,unresolved,,,,,,,1
HBI,2015-01-22,,unresolved,,,,,,,1
IDTI,2015-01-22,,unresolved,,,,,,,1
ILMN,2015-01-22,,unresolved,,,,,,,1
INWK,2015-01-22,,unresolved,,,,,,,1
JWN,2015-01-22,,unresolved,,,,,,,1
MDU,2015-01-22,,unresolved,,,,,,,1
MIC,2015-01-22,,unresolved,,,,,,,1
NATI,2015-01-22,,unresolved,,,,,,,1
NOW,2015-01-22,,unresolved,,,,,,,1
NUAN,2015-01-22,,unresolved,,,,,,,1
P,2015-01-22,,unresolved,,,,,,,1
PLL,2015-01-22,,unresolved,,,,,,,1
PNRA,2015-01-22,,unresolved,,,,,,,1
QLIK,2015-01-22,,unresolved,,,,,,,1
R,2015-01-22,,unresolved,,,,,,,1
ROG,2015-01-22,,unresolved,,,,,,,1
SBUX,2015-01-22,,unresolved,,,,,,,1
STT,2015-01-22,,unresolved,,,,,,,1
SWKS,2015-01-22,,unresolved,,,,,,,1
TER,2015-01-22,,unresolved,,,,,,,1
THC,2015-01-22,,unresolved,,,,,,,1
TNGO,2015-01-22,,unresolved,,,,,,,1
TRAK,2015-01-22,,unresolved,,,,,,,1
TXRH,2015-01-22,,unresolved,,,,,,,1
WMB,2015-01-22,,unresolved,,,,,,,1
WTS,2015-01-22,,unresolved,,,,,,,1
ADI,2015-01-23,,unresolved,,,,,,,1
ALNY,2015-01-23,,unresolved,,,,,,,1
ATRC,2015-01-23,,unresolved,,,,,,,1
BCR,2015-01-23,,unresolved,,,,,,,1
CGNX,2015-01-23,,unresolved,,,,,,,1
CLD,2015-01-23,,unresolved,,,,,,,1
COLM,2015-01-23,,unresolved,,,,,,,1
CRL,2015-01-23,,unresolved,,,,,,,1
DE,2015-01-23,,unresolved,,,,,,,1
EA,2015-01-23,,unresolved,,,,,,,1
F,2015-01-23,,unresolved,,,,,,,1
FLR,2015-01-23,,unresolved,,,,,,,1
GILD,2015-01-23,,unresolved,,,,,,,1
GMCR,2015-01-23,,unresolved,,,,,,,1
GNRC,2015-01-23,,unresolved,,,,,,,1
HBI,2015-01-23,,unresolved,,,,,,,1
IDTI,2015-01-23,,unresolved,,,,,,,1
ILMN,2015-01-23,,unresolved,,,,,,,1
